Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD,19.7,Regular,0.017937483,Meat,103.499,38,Medium,Tier 3,Supermarket Type3,1547.985
FD,4.79,Low Fat,0.092145264,snacks_breakfast_type,120.7098,38,Medium,Tier 3,Supermarket Type3,3735.8038
NC,16.6,Low Fat,0.027556247,others,176.6344,36,High,Tier 3,Supermarket Type1,1962.7784
NC,6.59,Low Fat,0.026180032,others,120.7098,19,Small,Tier 2,Supermarket Type1,2530.7058
FD,12.5,Regular,0.082085787,Fruits and Vegetables,92.2488,14,Medium,Tier 3,Supermarket Type2,1358.232
FD,12.85,Low Fat,0.0,Starchy Foods,253.004,14,Medium,Tier 3,Supermarket Type2,3795.06
FD,20.6,Low Fat,0.083004078,Baking Goods,119.4756,26,Small,Tier 1,Supermarket Type1,1090.5804
FD,7.905,Low Fat,0.010032624,snacks_breakfast_type,248.3408,21,not_mentioned,Tier 2,Supermarket Type1,751.0224
FD,9.3,Low Fat,0.016113019,Dairy,248.8092,16,not_mentioned,Tier 2,Supermarket Type1,5976.2208
FD,14.35,Regular,0.090913642,Frozen Foods,231.2984,26,Small,Tier 1,Supermarket Type1,3243.7776
NC,18.85,Low Fat,0.293417759,others,194.6136,38,Small,Tier 1,Grocery Store,583.2408
FD,9.6,Regular,0.022278477,snacks_breakfast_type,102.499,26,Small,Tier 1,Supermarket Type1,1547.985
FD,16.7,Low Fat,0.06981517,Dairy,214.385,38,Medium,Tier 3,Supermarket Type3,4327.7
NC,12.6,Low Fat,0.007468056,others,186.9556,24,Medium,Tier 1,Supermarket Type1,3379.6008
FD,10.5,Regular,0.010928678,snacks_breakfast_type,167.0842,38,Medium,Tier 3,Supermarket Type3,6465.5838
NC,14.35,Low Fat,0.017108186,others,110.3228,14,Medium,Tier 3,Supermarket Type2,552.614
DR,11.8,Low Fat,0.054460571,Drinks,77.0012,16,not_mentioned,Tier 2,Supermarket Type1,2277.036
FD,10.1,Low Fat,0.027059264,Meat,76.467,19,Small,Tier 2,Supermarket Type1,1761.041
DR,18.35,Low Fat,0.0,Drinks,188.1872,38,Medium,Tier 3,Supermarket Type3,3214.4824
FD,5.82,Regular,0.0,Fruits and Vegetables,256.633,24,Medium,Tier 1,Supermarket Type1,2050.664
FD,5.59,Regular,0.094741514,snacks_breakfast_type,63.1168,25,not_mentioned,Tier 3,Grocery Store,191.7504
FD,9.195,Regular,0.051827123,Baking Goods,77.4644,14,Medium,Tier 3,Supermarket Type2,1414.1592
NC,5.615,Low Fat,0.0,others,121.973,26,Small,Tier 1,Supermarket Type1,2463.46
NC,12.15,Low Fat,0.0,others,117.615,36,High,Tier 3,Supermarket Type1,1514.695
DR,8.01,Low Fat,0.070533748,Drinks,34.2532,14,Medium,Tier 3,Supermarket Type2,467.3916
FD,17.0,Low Fat,0.119570595,Frozen Foods,249.7434,24,Medium,Tier 1,Supermarket Type1,4221.8378
FD,7.725,Low Fat,0.047782959,others,249.1092,26,Small,Tier 1,Supermarket Type1,2490.092
FD,14.5,Regular,0.058827383,Fruits and Vegetables,172.2448,26,Small,Tier 1,Supermarket Type1,2897.5616
DR,15.75,Low Fat,0.166513779,Dairy,38.0506,14,Medium,Tier 3,Supermarket Type2,265.6542
FD,18.6,Low Fat,0.076791671,snacks_breakfast_type,161.0236,36,High,Tier 3,Supermarket Type1,3705.8428
NC,16.75,Low Fat,0.126765903,others,35.7532,25,not_mentioned,Tier 3,Grocery Store,143.8128
FD,9.8,Regular,0.06407717,Fruits and Vegetables,116.7492,14,Medium,Tier 3,Supermarket Type2,1621.8888
FD,6.89,Low Fat,0.022351808,Meat,143.7812,38,Medium,Tier 3,Supermarket Type3,4986.842
FD,10.8,Low Fat,0.164724567,Meat,98.4042,25,not_mentioned,Tier 3,Grocery Store,99.2042
FD,5.175,Low Fat,0.037398953,others,84.2224,26,Small,Tier 1,Supermarket Type1,852.224
FD,16.5,Low Fat,0.074245348,others,208.2638,16,not_mentioned,Tier 2,Supermarket Type1,4762.4674
FD,11.35,Low Fat,0.030869612,snacks_breakfast_type,49.8008,21,not_mentioned,Tier 2,Supermarket Type1,708.4112
FD,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,24,Medium,Tier 1,Supermarket Type1,2165.1816
NC,20.5,Low Fat,0.040520754,others,153.934,38,Small,Tier 1,Grocery Store,153.134
FD,18.25,Low Fat,0.01520491,snacks_breakfast_type,197.2084,38,Medium,Tier 3,Supermarket Type3,4166.5764
FD,20.2,Low Fat,0.064351908,snacks_breakfast_type,259.4646,19,Small,Tier 2,Supermarket Type1,2061.3168
FD,13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,36,High,Tier 3,Supermarket Type1,2696.49
FD,7.42,Regular,0.036109859,others,186.5582,25,not_mentioned,Tier 3,Grocery Store,185.7582
FD,20.25,Regular,0.014823358,Dairy,190.7162,21,not_mentioned,Tier 2,Supermarket Type1,1154.4972
FD,9.6,Regular,0.014209811,snacks_breakfast_type,188.1872,19,Small,Tier 2,Supermarket Type1,1701.7848
FD,20.25,Regular,0.022507877,Dairy,248.1092,19,Small,Tier 2,Supermarket Type1,4731.1748
DR,16.6,Low Fat,0.0,Drinks,171.7422,38,Medium,Tier 3,Supermarket Type3,6207.9192
FD,12.5,Low Fat,0.112681821,others,119.144,14,Medium,Tier 3,Supermarket Type2,3235.788
FD,11.5,Low Fat,0.0463847,snacks_breakfast_type,118.9124,16,not_mentioned,Tier 2,Supermarket Type1,1540.6612
FD,10.5,Low Fat,0.071244438,Frozen Foods,119.2098,19,Small,Tier 2,Supermarket Type1,1325.6078
NC,11.1,Low Fat,0.033176087,others,120.1124,21,not_mentioned,Tier 2,Supermarket Type1,1896.1984
DR,19.5,Regular,0.076798609,Drinks,231.8958,38,Medium,Tier 3,Supermarket Type3,8413.0488
NC,20.75,Low Fat,0.0,others,149.4734,36,High,Tier 3,Supermarket Type1,2969.468
FD,7.075,Low Fat,0.022566975,Frozen Foods,97.3068,26,Small,Tier 1,Supermarket Type1,1263.6884
NC,9.8,Low Fat,0.090834158,others,192.2478,14,Medium,Tier 3,Supermarket Type2,4068.7038
FD,9.31,Low Fat,0.038014104,Frozen Foods,62.351,24,Medium,Tier 1,Supermarket Type1,822.263
FD,17.85,Low Fat,0.146305498,snacks_breakfast_type,94.1436,36,High,Tier 3,Supermarket Type1,1607.2412
FD,19.35,Regular,0.062516602,Baking Goods,163.9184,19,Small,Tier 2,Supermarket Type1,3137.2496
FD,8.79,Low Fat,0.025841875,Fruits and Vegetables,120.7414,38,Medium,Tier 3,Supermarket Type3,4386.2904
FD,11.65,Low Fat,0.040597054,Fruits and Vegetables,187.324,21,not_mentioned,Tier 2,Supermarket Type1,1864.24
DR,17.6,Low Fat,0.041608488,Drinks,165.4526,19,Small,Tier 2,Supermarket Type1,1644.526
FD,16.5,Regular,0.068403271,others,101.999,14,Medium,Tier 3,Supermarket Type2,619.194
NC,10.5,Low Fat,0.045655118,others,169.8106,25,not_mentioned,Tier 3,Grocery Store,171.1106
FD,12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,19,Small,Tier 2,Supermarket Type1,577.9144
FD,10.195,Low Fat,0.051871718,snacks_breakfast_type,35.3558,14,Medium,Tier 3,Supermarket Type2,237.6906
FD,7.075,Low Fat,0.022602061,Frozen Foods,98.1068,24,Medium,Tier 1,Supermarket Type1,1458.102
NC,6.38,Low Fat,0.015193323,others,143.347,21,not_mentioned,Tier 2,Supermarket Type1,858.882
FD,17.2,Low Fat,0.156541861,Meat,162.4578,24,Medium,Tier 1,Supermarket Type1,2888.2404
FD,20.35,Regular,0.151044881,Meat,79.2276,19,Small,Tier 2,Supermarket Type1,649.8208
FD,18.25,Low Fat,0.076089711,snacks_breakfast_type,212.9218,24,Medium,Tier 1,Supermarket Type1,3846.9924
FD,16.85,Regular,0.080141165,snacks_breakfast_type,111.4544,16,not_mentioned,Tier 2,Supermarket Type1,2013.3792
FD,19.75,Regular,0.018008071,Frozen Foods,180.466,36,High,Tier 3,Supermarket Type1,3415.554
NC,8.76,Low Fat,0.050130529,others,128.3336,24,Medium,Tier 1,Supermarket Type1,2556.672
FD,16.1,Regular,0.024987903,Fruits and Vegetables,97.341,24,Medium,Tier 1,Supermarket Type1,1255.033
FD,13.85,Regular,0.056271701,snacks_breakfast_type,232.23,36,High,Tier 3,Supermarket Type1,1398.18
FD,16.7,Regular,0.119647957,Fruits and Vegetables,180.9976,24,Medium,Tier 1,Supermarket Type1,4165.2448
FD,5.17,Low Fat,0.037217847,others,86.8224,38,Medium,Tier 3,Supermarket Type3,1448.7808
FD,18.5,Low Fat,0.025907416,Meat,87.7172,16,not_mentioned,Tier 2,Supermarket Type1,802.9548
FD,6.445,Low Fat,0.029667053,Baking Goods,94.4436,36,High,Tier 3,Supermarket Type1,1134.5232
FD,17.85,Low Fat,0.077849833,snacks_breakfast_type,127.202,38,Small,Tier 1,Grocery Store,506.008
DR,20.75,Low Fat,0.021293097,Drinks,151.9024,21,not_mentioned,Tier 2,Supermarket Type1,2732.4432
NC,10.0,Low Fat,0.073493831,others,118.344,24,Medium,Tier 1,Supermarket Type1,1797.66
FD,15.5,Regular,0.12639886,Fruits and Vegetables,177.0028,16,not_mentioned,Tier 2,Supermarket Type1,2479.4392
FD,20.2,Regular,0.096906831,Meat,175.5028,14,Medium,Tier 3,Supermarket Type2,6729.9064
FD,10.695,Regular,0.060615254,snacks_breakfast_type,174.0712,36,High,Tier 3,Supermarket Type1,2460.7968
NC,20.35,Low Fat,0.021447102,others,76.3328,16,not_mentioned,Tier 2,Supermarket Type1,1312.9576
FD,20.35,Regular,0.0,Fruits and Vegetables,234.7958,38,Small,Tier 1,Grocery Store,467.3916
NC,13.65,Low Fat,0.135226962,others,56.293,38,Small,Tier 1,Grocery Store,113.186
FD,15.85,Low Fat,0.137539574,others,38.8506,38,Small,Tier 1,Grocery Store,37.9506
FD,15.2,Regular,0.173703549,Fruits and Vegetables,175.8054,25,not_mentioned,Tier 3,Grocery Store,1050.6324
DR,6.03,Low Fat,0.022796178,Dairy,178.1028,14,Medium,Tier 3,Supermarket Type2,1416.8224
FD,11.15,Low Fat,0.057021156,Baking Goods,106.8622,24,Medium,Tier 1,Supermarket Type1,2011.3818
FD,19.5,Regular,0.030742083,others,85.554,24,Medium,Tier 1,Supermarket Type1,1211.756
NC,14.5,Low Fat,0.089761211,others,159.4604,19,Small,Tier 2,Supermarket Type1,2376.906
FD,7.945,Low Fat,0.015900971,snacks_breakfast_type,163.821,24,Medium,Tier 1,Supermarket Type1,1794.331
FD,20.0,Low Fat,0.034369528,Baking Goods,43.7086,26,Small,Tier 1,Supermarket Type1,892.172
FD,8.6,Regular,0.0,snacks_breakfast_type,131.531,24,Medium,Tier 1,Supermarket Type1,2466.789
FD,15.3,Regular,0.084354713,others,215.5218,38,Medium,Tier 3,Supermarket Type3,4915.6014
FD,8.85,Low Fat,0.054171606,Fruits and Vegetables,183.9292,16,not_mentioned,Tier 2,Supermarket Type1,2918.8672
FD,17.0,Low Fat,0.135075924,Fruits and Vegetables,170.3106,38,Medium,Tier 3,Supermarket Type3,3422.212
FD,9.3,Low Fat,0.026818196,Dairy,248.9092,25,not_mentioned,Tier 3,Grocery Store,498.0184
DR,14.8,Low Fat,0.04487828,Drinks,75.467,26,Small,Tier 1,Supermarket Type1,765.67
FD,9.06,Low Fat,0.114771298,Frozen Foods,93.9094,38,Medium,Tier 3,Supermarket Type3,3903.5854
NC,9.0,Low Fat,0.069487587,others,266.6884,36,High,Tier 3,Supermarket Type1,3974.826
DR,15.7,Low Fat,0.030765898,Drinks,43.277,21,not_mentioned,Tier 2,Supermarket Type1,649.155
FD,17.2,Regular,0.056713056,Fruits and Vegetables,223.8088,38,Medium,Tier 3,Supermarket Type3,5592.72
FD,12.35,Regular,0.072334667,Dairy,49.1692,36,High,Tier 3,Supermarket Type1,886.8456
FD,7.075,Low Fat,0.058346939,Dairy,142.2128,26,Small,Tier 1,Supermarket Type1,3163.8816
NC,9.6,Low Fat,0.024515221,others,189.2214,24,Medium,Tier 1,Supermarket Type1,3956.8494
FD,6.67,Regular,0.12367891,snacks_breakfast_type,88.9514,21,not_mentioned,Tier 2,Supermarket Type1,885.514
FD,15.5,Regular,0.02536567,Baking Goods,82.7934,19,Small,Tier 2,Supermarket Type1,1228.401
FD,15.3,Regular,0.084937098,others,214.0218,21,not_mentioned,Tier 2,Supermarket Type1,1068.609
FD,20.2,Regular,0.117839328,Baking Goods,195.211,14,Medium,Tier 3,Supermarket Type2,2356.932
FD,12.35,Regular,0.185824165,Baking Goods,78.5328,19,Small,Tier 2,Supermarket Type1,695.0952
FD,18.2,Regular,0.012254429,Fruits and Vegetables,59.9904,14,Medium,Tier 3,Supermarket Type2,644.4944
FD,19.1,Low Fat,0.064547828,Fruits and Vegetables,212.8586,25,not_mentioned,Tier 3,Grocery Store,422.1172
FD,16.75,Low Fat,0.105448901,snacks_breakfast_type,156.163,16,not_mentioned,Tier 2,Supermarket Type1,782.315
FD,19.7,Low Fat,0.0650227,others,87.0198,24,Medium,Tier 1,Supermarket Type1,697.7584
DR,13.8,Low Fat,0.097251621,Dairy,245.7802,25,not_mentioned,Tier 3,Grocery Store,245.6802
FD,14.3,Low Fat,0.129783577,Baking Goods,78.2328,38,Medium,Tier 3,Supermarket Type3,1004.0264
NC,9.895,Low Fat,0.060067115,others,230.6642,26,Small,Tier 1,Supermarket Type1,4647.284
FD,11.6,Low Fat,0.067441726,Dairy,57.4272,38,Small,Tier 1,Grocery Store,111.8544
FD,10.8,Low Fat,0.049719026,Fruits and Vegetables,246.7144,26,Small,Tier 1,Supermarket Type1,5145.3024
FD,16.7,Regular,0.070312473,Baking Goods,189.6214,16,not_mentioned,Tier 2,Supermarket Type1,2826.321
FD,10.0,Low Fat,0.025827199,others,263.2226,26,Small,Tier 1,Supermarket Type1,3700.5164
FD,17.85,Low Fat,0.110152524,Frozen Foods,150.205,25,not_mentioned,Tier 3,Grocery Store,149.805
FD,14.0,Low Fat,0.030155224,Fruits and Vegetables,214.7192,21,not_mentioned,Tier 2,Supermarket Type1,3020.0688
FD,11.65,Regular,0.010963269,Meat,110.9544,14,Medium,Tier 3,Supermarket Type2,335.5632
FD,15.35,Low Fat,0.074601506,snacks_breakfast_type,90.983,19,Small,Tier 2,Supermarket Type1,1348.245
DR,6.135,Low Fat,0.132183029,Drinks,115.086,25,not_mentioned,Tier 3,Grocery Store,452.744
FD,6.175,Regular,0.0,Meat,94.9752,21,not_mentioned,Tier 2,Supermarket Type1,1534.0032
FD,11.85,Regular,0.055805027,Baking Goods,53.0666,24,Medium,Tier 1,Supermarket Type1,512.666
FD,16.7,Regular,0.062297249,snacks_breakfast_type,60.6562,14,Medium,Tier 3,Supermarket Type2,592.562
FD,7.5,Low Fat,0.050957715,others,122.4072,14,Medium,Tier 3,Supermarket Type2,2572.6512
FD,20.5,Low Fat,0.208987123,Baking Goods,106.0596,38,Small,Tier 1,Grocery Store,215.7192
FD,9.5,Low Fat,0.074648119,snacks_breakfast_type,253.3724,14,Medium,Tier 3,Supermarket Type2,755.0172
DR,18.7,Low Fat,0.02442574,Drinks,52.9324,25,not_mentioned,Tier 3,Grocery Store,51.9324
NC,5.945,Low Fat,0.093026207,others,128.7652,26,Small,Tier 1,Supermarket Type1,516.6608
NC,12.35,Low Fat,0.163805509,others,117.6124,36,High,Tier 3,Supermarket Type1,3910.9092
FD,8.89,Low Fat,0.005485618,Frozen Foods,99.3016,21,not_mentioned,Tier 2,Supermarket Type1,607.2096
DR,10.8,Low Fat,0.052174319,Drinks,240.3564,21,not_mentioned,Tier 2,Supermarket Type1,4290.4152
FD,6.78,Low Fat,0.066997921,Fruits and Vegetables,186.524,16,not_mentioned,Tier 2,Supermarket Type1,2609.936
FD,20.2,Regular,0.118025091,Baking Goods,195.811,16,not_mentioned,Tier 2,Supermarket Type1,2553.343
FD,6.15,Low Fat,0.0,Baking Goods,100.1384,38,Medium,Tier 3,Supermarket Type3,2956.152
FD,14.5,Regular,0.127638966,Baking Goods,104.5332,38,Medium,Tier 3,Supermarket Type3,2563.33
FD,7.405,Low Fat,0.015271793,others,89.9146,26,Small,Tier 1,Supermarket Type1,1550.6482
FD,6.215,Regular,0.049722335,Baking Goods,224.5062,21,not_mentioned,Tier 2,Supermarket Type1,4514.124
FD,5.695,Regular,0.067700925,snacks_breakfast_type,256.5988,26,Small,Tier 1,Supermarket Type1,2055.9904
FD,7.855,Regular,0.0,Dairy,220.1482,14,Medium,Tier 3,Supermarket Type2,4600.0122
NC,18.7,Low Fat,0.04604992,others,151.9682,36,High,Tier 3,Supermarket Type1,3354.3004
FD,12.3,Regular,0.105812357,Fruits and Vegetables,175.0396,38,Medium,Tier 3,Supermarket Type3,4012.1108
NC,15.7,Low Fat,0.098031771,others,151.3024,38,Small,Tier 1,Grocery Store,151.8024
NC,17.6,Low Fat,0.018934719,others,237.759,24,Medium,Tier 1,Supermarket Type1,3545.385
NC,10.895,Low Fat,0.027047774,others,50.6666,26,Small,Tier 1,Supermarket Type1,666.4658
DR,13.15,Low Fat,0.056543464,Drinks,140.5812,21,not_mentioned,Tier 2,Supermarket Type1,427.4436
FD,16.7,Low Fat,0.022099982,Dairy,110.1886,24,Medium,Tier 1,Supermarket Type1,1334.2632
FD,18.7,Regular,0.091560606,Meat,182.3292,19,Small,Tier 2,Supermarket Type1,3831.0132
NC,13.0,Low Fat,0.099887103,others,45.906,16,not_mentioned,Tier 2,Supermarket Type1,838.908
DR,12.1,Regular,0.061270647,Drinks,53.2614,24,Medium,Tier 1,Supermarket Type1,386.8298
FD,5.925,Regular,0.09644909,Dairy,43.8086,19,Small,Tier 2,Supermarket Type1,312.2602
FD,20.35,Low Fat,0.083929569,Meat,182.4292,24,Medium,Tier 1,Supermarket Type1,4925.5884
FD,15.6,Low Fat,0.078764059,Dairy,241.3854,38,Small,Tier 1,Grocery Store,483.3708
FD,10.895,Low Fat,0.035949725,Fruits and Vegetables,132.9284,16,not_mentioned,Tier 2,Supermarket Type1,3295.71
FD,12.35,Regular,0.033951827,Meat,197.2426,16,not_mentioned,Tier 2,Supermarket Type1,2966.139
FD,16.85,Low Fat,0.044414056,Fruits and Vegetables,182.4266,26,Small,Tier 1,Supermarket Type1,2028.6926
FD,17.85,Low Fat,0.087045086,snacks_breakfast_type,196.7794,38,Medium,Tier 3,Supermarket Type3,6242.5408
FD,10.195,Low Fat,0.107376743,snacks_breakfast_type,147.6076,19,Small,Tier 2,Supermarket Type1,3547.3824
DR,8.785,Low Fat,0.020609218,Drinks,155.1656,24,Medium,Tier 1,Supermarket Type1,4016.1056
FD,20.75,Low Fat,0.089186387,snacks_breakfast_type,193.3478,36,High,Tier 3,Supermarket Type1,6006.1818
FD,18.6,Low Fat,0.039454924,Frozen Foods,244.0802,14,Medium,Tier 3,Supermarket Type2,3193.8426
FD,10.695,Low Fat,0.057909547,Fruits and Vegetables,60.4536,21,not_mentioned,Tier 2,Supermarket Type1,183.7608
FD,20.5,Low Fat,0.141674844,Starchy Foods,90.7172,36,High,Tier 3,Supermarket Type1,1605.9096
FD,7.02,Low Fat,0.142107998,Fruits and Vegetables,150.3734,38,Small,Tier 1,Grocery Store,296.9468
NC,18.85,Low Fat,0.016132592,others,130.2626,24,Medium,Tier 1,Supermarket Type1,3016.7398
DR,16.1,Low Fat,0.023673342,Drinks,189.0846,14,Medium,Tier 3,Supermarket Type2,5350.3688
DR,10.6,Low Fat,0.056785183,Dairy,231.9642,19,Small,Tier 2,Supermarket Type1,2091.2778
FD,8.78,Low Fat,0.037824735,Fruits and Vegetables,109.7228,38,Small,Tier 1,Grocery Store,331.5684
FD,8.185,Low Fat,0.046747071,Fruits and Vegetables,49.9692,16,not_mentioned,Tier 2,Supermarket Type1,837.5764
FD,15.75,Low Fat,0.055015935,Baking Goods,194.3452,24,Medium,Tier 1,Supermarket Type1,2740.4328
NC,9.195,Low Fat,0.048134591,others,107.7622,24,Medium,Tier 1,Supermarket Type1,529.311
NC,17.6,Low Fat,0.01561108,others,182.5976,38,Medium,Tier 3,Supermarket Type3,5070.7328
DR,14.15,Low Fat,0.042352822,Dairy,51.6982,14,Medium,Tier 3,Supermarket Type2,1262.3568
FD,15.5,Regular,0.125687917,Fruits and Vegetables,178.2028,26,Small,Tier 1,Supermarket Type1,1416.8224
DR,18.35,Low Fat,0.041904578,Drinks,188.1872,16,not_mentioned,Tier 2,Supermarket Type1,4159.9184
FD,17.75,Low Fat,0.030559583,Dairy,257.4672,14,Medium,Tier 3,Supermarket Type2,3835.008
FD,10.195,Low Fat,0.051661272,snacks_breakfast_type,33.3558,26,Small,Tier 1,Supermarket Type1,848.895
DR,9.8,Low Fat,0.013869809,Drinks,47.406,21,not_mentioned,Tier 2,Supermarket Type1,978.726
FD,20.7,Low Fat,0.021518435,Baking Goods,157.5288,14,Medium,Tier 3,Supermarket Type2,1571.288
FD,21.0,Low Fat,0.086326707,snacks_breakfast_type,192.6478,38,Small,Tier 1,Grocery Store,387.4956
NC,19.6,Low Fat,0.025429614,others,151.7024,16,not_mentioned,Tier 2,Supermarket Type1,2884.2456
NC,6.86,Low Fat,0.036360386,others,231.601,38,Medium,Tier 3,Supermarket Type3,7580.133
NC,12.15,Low Fat,0.011314423,others,122.973,25,not_mentioned,Tier 3,Grocery Store,123.173
NC,15.2,Low Fat,0.012184999,others,50.3034,16,not_mentioned,Tier 2,Supermarket Type1,145.8102
FD,13.0,Regular,0.070288365,snacks_breakfast_type,64.3484,19,Small,Tier 2,Supermarket Type1,2218.4456
FD,19.25,Regular,0.027058066,Meat,194.811,36,High,Tier 3,Supermarket Type1,2749.754
FD,19.35,Regular,0.062528426,Baking Goods,166.9184,26,Small,Tier 1,Supermarket Type1,3302.368
DR,9.0,Low Fat,0.039004193,Drinks,37.019,21,not_mentioned,Tier 2,Supermarket Type1,659.142
FD,17.75,Low Fat,0.030288215,Dairy,256.7672,38,Medium,Tier 3,Supermarket Type3,4346.3424
FD,18.7,Low Fat,0.0,snacks_breakfast_type,256.6672,14,Medium,Tier 3,Supermarket Type2,3068.0064
NC,18.0,Low Fat,0.019465205,others,128.6994,14,Medium,Tier 3,Supermarket Type2,2441.4886
FD,19.85,Regular,0.081916124,snacks_breakfast_type,167.6816,16,not_mentioned,Tier 2,Supermarket Type1,1845.5976
FD,14.1,Low Fat,0.066979957,snacks_breakfast_type,196.7084,24,Medium,Tier 1,Supermarket Type1,3174.5344
FD,13.35,Low Fat,0.065082452,Baking Goods,93.0804,21,not_mentioned,Tier 2,Supermarket Type1,2113.2492
DR,19.5,Regular,0.13511877,Drinks,232.9958,38,Small,Tier 1,Grocery Store,934.7832
FD,9.5,Regular,0.035121963,Fruits and Vegetables,168.6448,36,High,Tier 3,Supermarket Type1,1022.6688
FD,13.35,Low Fat,0.1027194,Dairy,228.8352,21,not_mentioned,Tier 2,Supermarket Type1,5267.8096
FD,8.06,Low Fat,0.021497594,snacks_breakfast_type,230.3326,16,not_mentioned,Tier 2,Supermarket Type1,1386.1956
DR,7.81,Low Fat,0.067730081,Drinks,242.6486,14,Medium,Tier 3,Supermarket Type2,2199.1374
FD,16.35,Low Fat,0.03272295,Meat,165.7842,16,not_mentioned,Tier 2,Supermarket Type1,1823.6262
NC,8.695,Low Fat,0.119436131,others,94.7094,36,High,Tier 3,Supermarket Type1,1047.3034
FD,11.35,Regular,0.043402224,Fruits and Vegetables,197.0742,16,not_mentioned,Tier 2,Supermarket Type1,2587.9646
FD,15.5,Regular,0.0,snacks_breakfast_type,147.2418,14,Medium,Tier 3,Supermarket Type2,1324.2762
FD,5.735,Low Fat,0.05695045,Fruits and Vegetables,177.937,19,Small,Tier 2,Supermarket Type1,1587.933
FD,11.1,Low Fat,0.059846975,Fruits and Vegetables,150.1366,26,Small,Tier 1,Supermarket Type1,1813.6392
FD,16.7,Low Fat,0.070154899,Dairy,218.185,26,Small,Tier 1,Supermarket Type1,5193.24
FD,21.0,Low Fat,0.049381666,snacks_breakfast_type,193.0478,24,Medium,Tier 1,Supermarket Type1,1549.9824
FD,12.85,Regular,0.0,Fruits and Vegetables,252.3382,26,Small,Tier 1,Supermarket Type1,4794.4258
FD,14.15,Low Fat,0.020714523,Fruits and Vegetables,124.2046,26,Small,Tier 1,Supermarket Type1,2490.092
NC,8.275,Low Fat,0.110197977,others,104.2306,36,High,Tier 3,Supermarket Type1,3658.571
NC,20.0,Low Fat,0.0814536,others,36.819,24,Medium,Tier 1,Supermarket Type1,768.999
FD,6.52,Low Fat,0.044391149,others,164.3842,38,Medium,Tier 3,Supermarket Type3,4476.1734
NC,15.1,Low Fat,0.059313603,others,238.1248,19,Small,Tier 2,Supermarket Type1,4266.4464
FD,7.035,Low Fat,0.02189371,Frozen Foods,262.791,21,not_mentioned,Tier 2,Supermarket Type1,3681.874
FD,20.25,Regular,0.018911474,Fruits and Vegetables,220.5772,16,not_mentioned,Tier 2,Supermarket Type1,2446.1492
FD,6.26,Regular,0.009887927,Meat,150.7366,21,not_mentioned,Tier 2,Supermarket Type1,2418.1856
FD,10.2,Regular,0.078758649,Fruits and Vegetables,116.3808,38,Small,Tier 1,Grocery Store,234.3616
FD,10.5,Low Fat,0.071548187,Frozen Foods,120.2098,14,Medium,Tier 3,Supermarket Type2,602.549
FD,12.15,Low Fat,0.018407033,Frozen Foods,254.7698,19,Small,Tier 2,Supermarket Type1,5834.4054
NC,19.6,Low Fat,0.041459372,others,89.6514,14,Medium,Tier 3,Supermarket Type2,1239.7196
FD,19.2,Regular,0.09391835,Frozen Foods,189.8214,26,Small,Tier 1,Supermarket Type1,942.107
FD,10.195,Low Fat,0.0,snacks_breakfast_type,147.2076,25,not_mentioned,Tier 3,Grocery Store,739.038
FD,18.25,Low Fat,0.075501241,snacks_breakfast_type,123.1046,14,Medium,Tier 3,Supermarket Type2,249.0092
FD,11.35,Regular,0.063354531,Dairy,88.9856,21,not_mentioned,Tier 2,Supermarket Type1,1230.3984
NC,6.825,Low Fat,0.100171568,others,262.7226,25,not_mentioned,Tier 3,Grocery Store,264.3226
FD,10.1,Regular,0.045653999,snacks_breakfast_type,35.6848,36,High,Tier 3,Supermarket Type1,633.8416
FD,15.6,Low Fat,0.087646694,snacks_breakfast_type,221.5798,36,High,Tier 3,Supermarket Type1,5509.495
FD,16.75,Low Fat,0.18358896,snacks_breakfast_type,154.663,38,Small,Tier 1,Grocery Store,312.926
FD,14.1,Low Fat,0.117091213,snacks_breakfast_type,197.9084,38,Small,Tier 1,Grocery Store,992.042
FD,8.77,Regular,0.046866331,Fruits and Vegetables,170.5422,21,not_mentioned,Tier 2,Supermarket Type1,1551.9798
FD,20.25,Regular,0.022940826,Baking Goods,241.8538,26,Small,Tier 1,Supermarket Type1,5768.4912
FD,15.2,Low Fat,0.021207519,others,219.4824,26,Small,Tier 1,Supermarket Type1,1747.0592
FD,5.785,Regular,0.038817121,Fruits and Vegetables,262.6252,24,Medium,Tier 1,Supermarket Type1,524.6504
FD,20.7,Regular,0.114294512,Dairy,94.9436,24,Medium,Tier 1,Supermarket Type1,1229.0668
NC,8.92,Low Fat,0.130663423,others,175.237,16,not_mentioned,Tier 2,Supermarket Type1,2117.244
FD,16.2,Low Fat,0.063017421,others,100.37,19,Small,Tier 2,Supermarket Type1,998.7
FD,18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,16,not_mentioned,Tier 2,Supermarket Type1,2334.9606
FD,19.25,Regular,0.034699737,others,141.7496,26,Small,Tier 1,Supermarket Type1,4093.3384
