Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD,18.7,Regular,0.091950972,Meat,184.2292,14,Medium,Tier 3,Supermarket Type2,1277.0044
FD,11.0,Regular,0.133145617,others,218.4798,26,Small,Tier 1,Supermarket Type1,2203.798
NC,16.7,Low Fat,0.046609281,others,248.6776,38,Small,Tier 1,Grocery Store,495.3552
FD,7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,21,not_mentioned,Tier 2,Supermarket Type1,545.2902
FD,10.895,Low Fat,0.136696892,Dairy,264.5568,36,High,Tier 3,Supermarket Type1,5536.7928
FD,17.2,Regular,0.012002075,others,165.3184,36,High,Tier 3,Supermarket Type1,990.7104
FD,15.5,Regular,0.025513973,Baking Goods,83.7934,16,not_mentioned,Tier 2,Supermarket Type1,1474.0812
DR,7.905,Low Fat,0.064194304,Drinks,229.4694,21,not_mentioned,Tier 2,Supermarket Type1,2055.3246
DR,9.8,Low Fat,0.013920032,Drinks,45.006,16,not_mentioned,Tier 2,Supermarket Type1,792.302
FD,11.6,Regular,0.079251097,Frozen Foods,79.2276,14,Medium,Tier 3,Supermarket Type2,649.8208
FD,15.85,Regular,0.121043709,Baking Goods,59.422,38,Medium,Tier 3,Supermarket Type3,1078.596
FD,12.6,Low Fat,0.048545853,snacks_breakfast_type,60.1194,38,Medium,Tier 3,Supermarket Type3,1114.5492
NC,5.825,Low Fat,0.091467933,others,159.7894,19,Small,Tier 2,Supermarket Type1,1294.3152
FD,16.35,Low Fat,0.0,Fruits and Vegetables,196.3426,14,Medium,Tier 3,Supermarket Type2,1384.1982
DR,14.7,Low Fat,0.020916223,Drinks,141.8128,19,Small,Tier 2,Supermarket Type1,1869.5664
DR,11.6,Low Fat,0.0,Drinks,141.9154,19,Small,Tier 2,Supermarket Type1,992.7078
FD,16.75,Low Fat,0.104768536,snacks_breakfast_type,155.163,36,High,Tier 3,Supermarket Type1,2972.797
FD,12.5,Low Fat,0.020680499,snacks_breakfast_type,197.2742,36,High,Tier 3,Supermarket Type1,2587.9646
FD,12.6,Regular,0.123727659,Dairy,253.0356,25,not_mentioned,Tier 3,Grocery Store,254.3356
NC,12.35,Low Fat,0.163805509,others,117.6124,36,High,Tier 3,Supermarket Type1,3910.9092
FD,13.35,Low Fat,0.065082452,Baking Goods,93.0804,21,not_mentioned,Tier 2,Supermarket Type1,2113.2492
FD,6.63,Regular,0.182128363,Baking Goods,165.65,38,Small,Tier 1,Grocery Store,665.8
FD,20.25,Regular,0.01871404,Fruits and Vegetables,223.4772,38,Medium,Tier 3,Supermarket Type3,7116.0704
DR,18.85,Low Fat,0.159096908,Drinks,129.3336,38,Small,Tier 1,Grocery Store,127.8336
FD,6.63,Regular,0.103935018,Baking Goods,166.85,36,High,Tier 3,Supermarket Type1,5326.4
FD,6.61,Regular,0.029129907,snacks_breakfast_type,188.4898,14,Medium,Tier 3,Supermarket Type2,4677.245
FD,19.6,Regular,0.128011859,snacks_breakfast_type,166.8816,19,Small,Tier 2,Supermarket Type1,1845.5976
FD,13.6,Regular,0.119850541,Dairy,234.53,16,not_mentioned,Tier 2,Supermarket Type1,6524.84
FD,9.5,Low Fat,0.073985248,snacks_breakfast_type,252.5724,38,Medium,Tier 3,Supermarket Type3,3271.7412
FD,19.25,Regular,0.027233781,Meat,197.511,16,not_mentioned,Tier 2,Supermarket Type1,982.055
DR,5.73,Low Fat,0.079440262,Drinks,86.7882,38,Small,Tier 1,Grocery Store,85.8882
FD,20.0,Regular,0.060022526,Baking Goods,168.7132,21,not_mentioned,Tier 2,Supermarket Type1,6426.3016
FD,15.2,Low Fat,0.02110482,others,217.0824,38,Medium,Tier 3,Supermarket Type3,6769.8544
FD,20.75,Low Fat,0.181958524,snacks_breakfast_type,161.0578,25,not_mentioned,Tier 3,Grocery Store,481.3734
FD,7.235,Low Fat,0.058222587,snacks_breakfast_type,114.8834,24,Medium,Tier 1,Supermarket Type1,3340.3186
NC,13.5,Low Fat,0.054723717,others,36.6874,38,Medium,Tier 3,Supermarket Type3,1058.622
FD,6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,24,Medium,Tier 1,Supermarket Type1,1491.392
FD,7.3,Low Fat,0.144167934,Frozen Foods,146.3076,25,not_mentioned,Tier 3,Grocery Store,886.8456
NC,12.3,Low Fat,0.052458358,others,188.753,36,High,Tier 3,Supermarket Type1,3795.06
FD,16.85,Low Fat,0.139985583,snacks_breakfast_type,145.276,14,Medium,Tier 3,Supermarket Type2,2490.092
FD,14.65,Regular,0.099286298,snacks_breakfast_type,49.8666,24,Medium,Tier 1,Supermarket Type1,563.9326
FD,15.6,Low Fat,0.037680711,snacks_breakfast_type,123.7704,19,Small,Tier 2,Supermarket Type1,3129.26
NC,17.35,Low Fat,0.168064909,others,176.2712,14,Medium,Tier 3,Supermarket Type2,1230.3984
FD,16.0,Low Fat,0.090111173,Dairy,141.3154,24,Medium,Tier 1,Supermarket Type1,3261.7542
FD,17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,14,Medium,Tier 3,Supermarket Type2,1197.7742
FD,11.5,Regular,0.125857678,Frozen Foods,100.5358,21,not_mentioned,Tier 2,Supermarket Type1,2111.2518
FD,5.695,Regular,0.067700925,snacks_breakfast_type,256.5988,26,Small,Tier 1,Supermarket Type1,2055.9904
DR,15.2,Low Fat,0.112896669,Drinks,36.0848,26,Small,Tier 1,Supermarket Type1,1193.1136
FD,9.1,Low Fat,0.173973652,Baking Goods,126.5362,36,High,Tier 3,Supermarket Type1,1761.7068
FD,16.85,Low Fat,0.0,snacks_breakfast_type,146.076,16,not_mentioned,Tier 2,Supermarket Type1,2636.568
NC,11.15,Low Fat,0.073516952,others,65.9142,21,not_mentioned,Tier 2,Supermarket Type1,790.9704
FD,17.0,Low Fat,0.119285634,Frozen Foods,247.4434,36,High,Tier 3,Supermarket Type1,2980.1208
FD,7.47,Regular,0.153011599,Frozen Foods,215.2218,16,not_mentioned,Tier 2,Supermarket Type1,3419.5488
FD,20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,26,Small,Tier 1,Supermarket Type1,834.9132
FD,15.6,Regular,0.105276162,snacks_breakfast_type,173.2764,19,Small,Tier 2,Supermarket Type1,3779.0808
FD,17.7,Regular,0.122123201,Meat,100.7674,21,not_mentioned,Tier 2,Supermarket Type1,814.9392
NC,13.0,Low Fat,0.082970667,others,60.0194,24,Medium,Tier 1,Supermarket Type1,1114.5492
FD,14.0,Regular,0.029782937,Dairy,146.3786,21,not_mentioned,Tier 2,Supermarket Type1,866.8716
FD,18.85,Regular,0.067953506,Dairy,119.044,26,Small,Tier 1,Supermarket Type1,2396.88
DR,15.7,Low Fat,0.03722507,Drinks,182.4634,19,Small,Tier 2,Supermarket Type1,1999.3974
NC,15.85,Low Fat,0.020487625,others,44.0112,26,Small,Tier 1,Supermarket Type1,468.7232
FD,6.175,Regular,0.179077475,Meat,94.3752,26,Small,Tier 1,Supermarket Type1,1342.2528
FD,15.2,Low Fat,0.037131628,others,216.4824,38,Small,Tier 1,Grocery Store,218.3824
FD,16.0,Regular,0.017547958,Meat,48.3718,19,Small,Tier 2,Supermarket Type1,614.5334
NC,13.15,Low Fat,0.093191195,others,158.1604,16,not_mentioned,Tier 2,Supermarket Type1,1426.1436
FD,16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,21,not_mentioned,Tier 2,Supermarket Type1,1537.998
NC,14.65,Low Fat,0.01125332,others,57.0614,16,not_mentioned,Tier 2,Supermarket Type1,939.4438
FD,13.5,Regular,0.125170423,snacks_breakfast_type,261.491,36,High,Tier 3,Supermarket Type1,3418.883
FD,10.1,Low Fat,0.032152004,others,50.6008,24,Medium,Tier 1,Supermarket Type1,404.8064
FD,11.85,Regular,0.056033565,Baking Goods,51.4666,16,not_mentioned,Tier 2,Supermarket Type1,974.0654
FD,9.285,Regular,0.021049215,snacks_breakfast_type,161.0578,21,not_mentioned,Tier 2,Supermarket Type1,2406.867
FD,12.8,Regular,0.023526504,Meat,223.5404,19,Small,Tier 2,Supermarket Type1,5626.01
NC,6.235,Low Fat,0.020229757,others,260.8962,24,Medium,Tier 1,Supermarket Type1,5956.9126
FD,12.15,Low Fat,0.131445848,Frozen Foods,246.846,21,not_mentioned,Tier 2,Supermarket Type1,6404.996
NC,19.6,Low Fat,0.083862625,others,44.077,38,Small,Tier 1,Grocery Store,216.385
FD,12.35,Regular,0.18614827,Baking Goods,78.2328,24,Medium,Tier 1,Supermarket Type1,1158.492
FD,9.195,Regular,0.204713036,Fruits and Vegetables,101.0016,25,not_mentioned,Tier 3,Grocery Store,202.4032
FD,16.2,Low Fat,0.036057562,Fruits and Vegetables,260.3278,14,Medium,Tier 3,Supermarket Type2,2342.9502
NC,7.285,Low Fat,0.031327839,others,174.6054,16,not_mentioned,Tier 2,Supermarket Type1,2976.7918
FD,7.05,Regular,0.055558509,snacks_breakfast_type,224.7088,26,Small,Tier 1,Supermarket Type1,3131.9232
FD,7.91,Low Fat,0.0,Frozen Foods,109.9254,38,Small,Tier 1,Grocery Store,108.5254
FD,14.5,Regular,0.063863551,snacks_breakfast_type,262.3594,26,Small,Tier 1,Supermarket Type1,4448.2098
DR,13.35,Low Fat,0.0,Dairy,75.7012,16,not_mentioned,Tier 2,Supermarket Type1,1442.1228
FD,11.5,Low Fat,0.0,Fruits and Vegetables,128.4652,24,Medium,Tier 1,Supermarket Type1,2841.6344
DR,12.1,Low Fat,0.016852909,Drinks,180.666,24,Medium,Tier 1,Supermarket Type1,2876.256
FD,11.8,Regular,0.094037241,snacks_breakfast_type,124.5704,14,Medium,Tier 3,Supermarket Type2,1001.3632
FD,7.05,Low Fat,0.085312137,snacks_breakfast_type,107.4912,14,Medium,Tier 3,Supermarket Type2,982.7208
FD,19.85,Low Fat,0.053764023,others,195.7768,38,Medium,Tier 3,Supermarket Type3,3547.3824
NC,18.75,Low Fat,0.010365546,others,207.0954,26,Small,Tier 1,Supermarket Type1,3125.931
FD,19.25,Regular,0.027135522,Meat,196.311,21,not_mentioned,Tier 2,Supermarket Type1,3142.576
FD,16.2,Low Fat,0.0,others,100.57,36,High,Tier 3,Supermarket Type1,1398.18
FD,8.31,Regular,0.116148596,snacks_breakfast_type,176.0028,14,Medium,Tier 3,Supermarket Type2,4427.57
FD,13.1,Low Fat,0.075363922,Dairy,73.8354,16,not_mentioned,Tier 2,Supermarket Type1,1956.1204
FD,13.5,Low Fat,0.021496403,Fruits and Vegetables,180.5976,26,Small,Tier 1,Supermarket Type1,3078.6592
FD,11.15,Regular,0.085931544,snacks_breakfast_type,169.679,26,Small,Tier 1,Supermarket Type1,1018.674
NC,7.5,Low Fat,0.096806008,others,56.2588,14,Medium,Tier 3,Supermarket Type2,687.1056
DR,10.5,Low Fat,0.04778563,Drinks,156.5946,38,Medium,Tier 3,Supermarket Type3,3787.0704
FD,15.6,Regular,0.105725004,snacks_breakfast_type,169.9764,14,Medium,Tier 3,Supermarket Type2,2748.4224
FD,7.05,Low Fat,0.148764535,snacks_breakfast_type,111.1912,38,Small,Tier 1,Grocery Store,109.1912
FD,6.78,Low Fat,0.066997921,Fruits and Vegetables,186.524,16,not_mentioned,Tier 2,Supermarket Type1,2609.936
FD,16.0,Low Fat,0.040938155,snacks_breakfast_type,141.1496,19,Small,Tier 2,Supermarket Type1,4516.7872
FD,13.8,Regular,0.014661762,others,89.1172,38,Medium,Tier 3,Supermarket Type3,2319.6472
DR,10.5,Low Fat,0.048213766,Drinks,159.6946,14,Medium,Tier 3,Supermarket Type2,3629.2758
FD,17.1,Low Fat,0.032761024,Frozen Foods,148.8392,14,Medium,Tier 3,Supermarket Type2,2087.9488
DR,7.535,Low Fat,0.0,Drinks,121.644,21,not_mentioned,Tier 2,Supermarket Type1,1557.972
FD,15.1,Low Fat,0.025988508,Frozen Foods,146.6076,19,Small,Tier 2,Supermarket Type1,2364.9216
FD,15.1,Low Fat,0.026140452,Frozen Foods,149.0076,16,not_mentioned,Tier 2,Supermarket Type1,4138.6128
FD,10.0,Low Fat,0.025932408,others,264.7226,14,Medium,Tier 3,Supermarket Type2,3171.8712
FD,20.85,Low Fat,0.098170402,Starchy Foods,224.0746,16,not_mentioned,Tier 2,Supermarket Type1,2243.746
FD,16.7,Regular,0.119439636,Fruits and Vegetables,182.1976,19,Small,Tier 2,Supermarket Type1,724.3904
FD,8.315,Regular,0.059540542,Baking Goods,143.6444,25,not_mentioned,Tier 3,Grocery Store,145.1444
FD,15.6,Low Fat,0.044122209,snacks_breakfast_type,173.8054,38,Small,Tier 1,Grocery Store,175.1054
FD,16.75,Low Fat,0.081304829,Fruits and Vegetables,258.4988,19,Small,Tier 2,Supermarket Type1,4111.9808
FD,6.15,Low Fat,0.081014461,Baking Goods,98.8384,38,Small,Tier 1,Grocery Store,492.692
NC,12.5,Low Fat,0.006775667,others,42.9112,24,Medium,Tier 1,Supermarket Type1,1022.6688
FD,6.8,Low Fat,0.03749705,Baking Goods,49.9034,26,Small,Tier 1,Supermarket Type1,194.4136
FD,7.3,Low Fat,0.086060695,Frozen Foods,149.8076,36,High,Tier 3,Supermarket Type1,2808.3444
NC,15.85,Low Fat,0.020519478,others,42.5112,24,Medium,Tier 1,Supermarket Type1,852.224
DR,12.1,Regular,0.061163967,Drinks,56.5614,19,Small,Tier 2,Supermarket Type1,828.921
FD,9.195,Regular,0.07821891,Meat,107.6596,21,not_mentioned,Tier 2,Supermarket Type1,323.5788
FD,7.59,Regular,0.14492016,Fruits and Vegetables,174.708,36,High,Tier 3,Supermarket Type1,2942.836
FD,12.15,Low Fat,0.062235983,Starchy Foods,34.5532,36,High,Tier 3,Supermarket Type1,359.532
FD,19.75,Regular,0.030166924,Frozen Foods,179.766,25,not_mentioned,Tier 3,Grocery Store,719.064
NC,18.85,Low Fat,0.016104504,others,130.2626,19,Small,Tier 2,Supermarket Type1,2360.9268
FD,12.15,Low Fat,0.01544786,Frozen Foods,211.2928,36,High,Tier 3,Supermarket Type1,2735.1064
FD,13.1,Low Fat,0.037574137,Fruits and Vegetables,174.2054,19,Small,Tier 2,Supermarket Type1,3677.2134
FD,10.2,Low Fat,0.106876976,snacks_breakfast_type,146.7076,38,Medium,Tier 3,Supermarket Type3,3842.9976
FD,8.98,Low Fat,0.32111501,Fruits and Vegetables,100.77,38,Small,Tier 1,Grocery Store,199.74
FD,7.895,Regular,0.061124626,snacks_breakfast_type,58.5588,36,High,Tier 3,Supermarket Type1,171.7764
FD,9.8,Regular,0.127599399,snacks_breakfast_type,118.9098,38,Small,Tier 1,Grocery Store,120.5098
FD,16.75,Low Fat,0.029785889,snacks_breakfast_type,38.9822,24,Medium,Tier 1,Supermarket Type1,628.5152
NC,16.35,Low Fat,0.0,others,198.211,19,Small,Tier 2,Supermarket Type1,2946.165
DR,8.21,Low Fat,0.010762387,Drinks,149.5392,19,Small,Tier 2,Supermarket Type1,1789.6704
DR,15.85,Low Fat,0.108206497,Drinks,58.3904,16,not_mentioned,Tier 2,Supermarket Type1,468.7232
FD,16.2,Low Fat,0.063127333,others,100.47,24,Medium,Tier 1,Supermarket Type1,1597.92
FD,17.5,Low Fat,0.02687089,Frozen Foods,264.491,26,Small,Tier 1,Supermarket Type1,3681.874
FD,11.15,Low Fat,0.099681705,Baking Goods,107.4622,38,Small,Tier 1,Grocery Store,317.5866
FD,13.65,Regular,0.072898645,Frozen Foods,198.1426,19,Small,Tier 2,Supermarket Type1,1977.426
FD,11.35,Regular,0.063354531,Dairy,88.9856,21,not_mentioned,Tier 2,Supermarket Type1,1230.3984
FD,10.8,Low Fat,0.082534287,Dairy,191.1504,19,Small,Tier 2,Supermarket Type1,4410.2592
FD,7.47,Regular,0.152024355,Frozen Foods,211.8218,36,High,Tier 3,Supermarket Type1,1496.0526
FD,19.85,Low Fat,0.045669236,Fruits and Vegetables,126.402,26,Small,Tier 1,Supermarket Type1,1012.016
FD,8.39,Regular,0.024342578,Frozen Foods,113.6176,16,not_mentioned,Tier 2,Supermarket Type1,2862.94
FD,10.8,Low Fat,0.028988288,snacks_breakfast_type,239.2222,24,Medium,Tier 1,Supermarket Type1,6692.6216
NC,15.0,Low Fat,0.044908404,others,140.2838,26,Small,Tier 1,Supermarket Type1,1404.838
NC,17.35,Low Fat,0.168329848,others,176.7712,16,not_mentioned,Tier 2,Supermarket Type1,2812.3392
FD,14.1,Low Fat,0.111936685,snacks_breakfast_type,198.8084,25,not_mentioned,Tier 3,Grocery Store,992.042
FD,19.2,Regular,0.005620213,Starchy Foods,226.6062,16,not_mentioned,Tier 2,Supermarket Type1,5191.2426
FD,15.6,Low Fat,0.117095014,Frozen Foods,78.067,24,Medium,Tier 1,Supermarket Type1,1148.505
FD,20.35,Low Fat,0.248301532,snacks_breakfast_type,124.1072,38,Small,Tier 1,Grocery Store,245.0144
NC,20.5,Low Fat,0.023274107,others,154.134,16,not_mentioned,Tier 2,Supermarket Type1,2909.546
FD,17.85,Low Fat,0.091354948,snacks_breakfast_type,122.3072,38,Small,Tier 1,Grocery Store,122.5072
FD,10.6,Low Fat,0.011087128,snacks_breakfast_type,41.4454,19,Small,Tier 2,Supermarket Type1,1468.089
FD,15.1,Regular,0.099839365,Fruits and Vegetables,143.3786,19,Small,Tier 2,Supermarket Type1,1733.7432
FD,7.035,Low Fat,0.021938404,Frozen Foods,264.691,14,Medium,Tier 3,Supermarket Type2,5785.802
FD,16.0,Low Fat,0.090480206,Dairy,142.4154,16,not_mentioned,Tier 2,Supermarket Type1,1985.4156
FD,13.65,Regular,0.080640478,Frozen Foods,262.6936,26,Small,Tier 1,Supermarket Type1,4175.8976
NC,18.85,Low Fat,0.040338009,others,246.7144,36,High,Tier 3,Supermarket Type1,6615.3888
DR,6.115,Regular,0.007043008,Drinks,190.353,19,Small,Tier 2,Supermarket Type1,569.259
FD,8.96,Regular,0.069219165,Fruits and Vegetables,196.5768,14,Medium,Tier 3,Supermarket Type2,2759.0752
FD,19.6,Low Fat,0.039569689,snacks_breakfast_type,165.9526,19,Small,Tier 2,Supermarket Type1,2631.2416
FD,9.195,Low Fat,0.180588082,snacks_breakfast_type,182.2634,25,not_mentioned,Tier 3,Grocery Store,363.5268
NC,8.97,Low Fat,0.09301462,others,52.7956,26,Small,Tier 1,Supermarket Type1,1037.3164
NC,12.35,Low Fat,0.274405193,others,117.1124,25,not_mentioned,Tier 3,Grocery Store,355.5372
FD,9.3,Low Fat,0.066887123,Frozen Foods,183.9292,24,Medium,Tier 1,Supermarket Type1,3283.7256
FD,17.7,Regular,0.042468413,Frozen Foods,162.421,19,Small,Tier 2,Supermarket Type1,1468.089
DR,7.27,Low Fat,0.071188446,Drinks,111.9518,24,Medium,Tier 1,Supermarket Type1,1138.518
FD,20.7,Regular,0.191008614,Dairy,92.8436,25,not_mentioned,Tier 3,Grocery Store,189.0872
FD,16.1,Regular,0.159595473,Frozen Foods,32.8558,36,High,Tier 3,Supermarket Type1,339.558
FD,19.35,Regular,0.086905536,Fruits and Vegetables,78.8644,38,Small,Tier 1,Grocery Store,314.2576
FD,20.75,Low Fat,0.089186387,snacks_breakfast_type,193.3478,36,High,Tier 3,Supermarket Type1,6006.1818
NC,20.2,Low Fat,0.112321218,others,123.6046,26,Small,Tier 1,Supermarket Type1,2988.1104
NC,5.51,Low Fat,0.034668802,others,98.5726,16,not_mentioned,Tier 2,Supermarket Type1,1761.7068
FD,20.2,Regular,0.0,Fruits and Vegetables,129.0678,16,not_mentioned,Tier 2,Supermarket Type1,3560.6984
FD,14.7,Low Fat,0.072592873,Fruits and Vegetables,48.5034,14,Medium,Tier 3,Supermarket Type2,874.8612
FD,20.0,Regular,0.059889718,Baking Goods,168.5132,19,Small,Tier 2,Supermarket Type1,2874.9244
NC,17.1,Low Fat,0.112402118,others,112.986,25,not_mentioned,Tier 3,Grocery Store,113.186
NC,11.5,Low Fat,0.029529474,others,132.6626,25,not_mentioned,Tier 3,Grocery Store,262.3252
FD,11.15,Regular,0.105736638,Baking Goods,104.4648,14,Medium,Tier 3,Supermarket Type2,2181.1608
FD,16.2,Low Fat,0.044291251,Frozen Foods,43.3454,24,Medium,Tier 1,Supermarket Type1,503.3448
FD,16.1,Low Fat,0.100388706,Fruits and Vegetables,76.0328,24,Medium,Tier 1,Supermarket Type1,1853.5872
FD,7.68,Low Fat,0.070556945,Fruits and Vegetables,191.2162,38,Medium,Tier 3,Supermarket Type3,7504.2318
FD,15.0,Regular,0.054599767,others,59.4904,14,Medium,Tier 3,Supermarket Type2,644.4944
FD,12.8,Low Fat,0.069560905,Starchy Foods,263.0252,36,High,Tier 3,Supermarket Type1,2885.5772
FD,5.985,Low Fat,0.0,Frozen Foods,125.2678,19,Small,Tier 2,Supermarket Type1,1017.3424
FD,19.35,Regular,0.021453493,Fruits and Vegetables,120.3098,19,Small,Tier 2,Supermarket Type1,2530.7058
NC,16.6,Low Fat,0.016276741,others,109.8596,14,Medium,Tier 3,Supermarket Type2,1617.894
FD,11.15,Low Fat,0.056656942,Baking Goods,106.2622,38,Medium,Tier 3,Supermarket Type3,2328.9684
FD,11.5,Low Fat,0.072994847,Fruits and Vegetables,189.253,24,Medium,Tier 1,Supermarket Type1,1328.271
NC,8.88,Low Fat,0.165073642,others,207.727,25,not_mentioned,Tier 3,Grocery Store,209.727
FD,11.6,Low Fat,0.017744999,others,177.9686,26,Small,Tier 1,Supermarket Type1,1244.3802
FD,9.8,Low Fat,0.047453947,Baking Goods,101.7016,16,not_mentioned,Tier 2,Supermarket Type1,1518.024
FD,9.395,Regular,0.171422166,Fruits and Vegetables,139.1838,21,not_mentioned,Tier 2,Supermarket Type1,1685.8056
FD,12.3,Low Fat,0.021860985,Frozen Foods,193.3162,26,Small,Tier 1,Supermarket Type1,3078.6592
DR,16.1,Low Fat,0.023577298,Drinks,192.6846,26,Small,Tier 1,Supermarket Type1,2866.269
FD,19.1,Regular,0.043304681,Fruits and Vegetables,147.5418,25,not_mentioned,Tier 3,Grocery Store,294.2836
NC,8.43,Low Fat,0.177971115,others,174.0422,24,Medium,Tier 1,Supermarket Type1,2069.3064
FD,14.5,Regular,0.106894492,snacks_breakfast_type,260.4594,25,not_mentioned,Tier 3,Grocery Store,1046.6376
DR,8.27,Regular,0.127927931,Drinks,184.8924,26,Small,Tier 1,Supermarket Type1,4442.2176
FD,7.02,Low Fat,0.081623275,Fruits and Vegetables,148.0734,16,not_mentioned,Tier 2,Supermarket Type1,1930.1542
FD,20.0,Regular,0.051596927,Frozen Foods,128.0678,21,not_mentioned,Tier 2,Supermarket Type1,1780.3492
DR,7.81,Low Fat,0.067592098,Drinks,246.0486,21,not_mentioned,Tier 2,Supermarket Type1,7086.1094
FD,10.39,Low Fat,0.054670967,others,158.6604,38,Small,Tier 1,Grocery Store,316.9208
NC,13.1,Low Fat,0.012089479,others,189.853,36,High,Tier 3,Supermarket Type1,3415.554
FD,15.2,Low Fat,0.021250528,others,216.5824,21,not_mentioned,Tier 2,Supermarket Type1,5241.1776
DR,10.8,Low Fat,0.05843345,Drinks,74.738,26,Small,Tier 1,Supermarket Type1,1025.332
FD,12.6,Low Fat,0.05606697,others,50.7982,19,Small,Tier 2,Supermarket Type1,473.3838
NC,12.15,Low Fat,0.029569276,others,115.015,24,Medium,Tier 1,Supermarket Type1,2912.875
FD,7.42,Low Fat,0.0204332,snacks_breakfast_type,248.9092,21,not_mentioned,Tier 2,Supermarket Type1,5976.2208
FD,12.6,Regular,0.055213281,Baking Goods,172.4764,38,Small,Tier 1,Grocery Store,687.1056
FD,6.885,Regular,0.1408005,others,111.4228,16,not_mentioned,Tier 2,Supermarket Type1,2984.1156
NC,19.6,Low Fat,0.047665717,others,42.177,38,Medium,Tier 3,Supermarket Type3,1255.033
NC,20.25,Low Fat,0.059268885,others,246.446,16,not_mentioned,Tier 2,Supermarket Type1,3695.19
FD,15.3,Regular,0.084937098,others,214.0218,21,not_mentioned,Tier 2,Supermarket Type1,1068.609
FD,9.21,Low Fat,0.008778413,Fruits and Vegetables,122.4414,24,Medium,Tier 1,Supermarket Type1,1583.9382
FD,15.6,Low Fat,0.0,snacks_breakfast_type,220.4798,14,Medium,Tier 3,Supermarket Type2,661.1394
FD,15.35,Low Fat,0.013834247,Frozen Foods,62.7168,24,Medium,Tier 1,Supermarket Type1,958.752
FD,12.15,Regular,0.132351411,Fruits and Vegetables,190.3872,21,not_mentioned,Tier 2,Supermarket Type1,2836.308
NC,14.65,Low Fat,0.082955719,others,164.0552,38,Medium,Tier 3,Supermarket Type3,5523.4768
NC,11.395,Low Fat,0.009893817,others,50.3034,24,Medium,Tier 1,Supermarket Type1,972.068
FD,17.1,Low Fat,0.0,Fruits and Vegetables,111.9886,26,Small,Tier 1,Supermarket Type1,3002.0922
FD,18.85,Regular,0.067940657,Dairy,119.044,19,Small,Tier 2,Supermarket Type1,1198.44
NC,19.6,Low Fat,0.094161662,others,251.9698,26,Small,Tier 1,Supermarket Type1,4566.0564
FD,11.3,Regular,0.067107448,Frozen Foods,258.1962,16,not_mentioned,Tier 2,Supermarket Type1,4402.9354
FD,12.15,Low Fat,0.018321361,Frozen Foods,255.3698,38,Medium,Tier 3,Supermarket Type3,4819.7262
FD,5.785,Regular,0.038756864,Fruits and Vegetables,260.7252,26,Small,Tier 1,Supermarket Type1,6033.4796
FD,5.82,Regular,0.077254736,Fruits and Vegetables,257.633,36,High,Tier 3,Supermarket Type1,1537.998
FD,9.0,Low Fat,0.08630486,snacks_breakfast_type,168.0816,14,Medium,Tier 3,Supermarket Type2,2181.1608
FD,5.09,Regular,0.128876537,snacks_breakfast_type,139.1838,38,Medium,Tier 3,Supermarket Type3,4916.933
FD,7.895,Regular,0.061163967,snacks_breakfast_type,59.2588,19,Small,Tier 2,Supermarket Type1,801.6232
DR,13.8,Low Fat,0.058220302,Dairy,247.4802,21,not_mentioned,Tier 2,Supermarket Type1,1474.0812
FD,5.44,Low Fat,0.025519534,Dairy,238.7538,24,Medium,Tier 1,Supermarket Type1,3605.307
FD,16.7,Low Fat,0.070133177,Fruits and Vegetables,109.8912,36,High,Tier 3,Supermarket Type1,873.5296
NC,19.85,Low Fat,0.025947095,others,46.9376,36,High,Tier 3,Supermarket Type1,575.2512
FD,10.395,Regular,0.091688111,Baking Goods,49.0008,16,not_mentioned,Tier 2,Supermarket Type1,860.2136
DR,14.15,Low Fat,0.0,Drinks,40.5138,38,Small,Tier 1,Grocery Store,40.6138
FD,18.35,Regular,0.165101585,Fruits and Vegetables,87.7882,38,Small,Tier 1,Grocery Store,515.3292
NC,15.1,Low Fat,0.059417055,others,237.9248,24,Medium,Tier 1,Supermarket Type1,2133.2232
FD,20.5,Low Fat,0.036287517,Fruits and Vegetables,121.2756,14,Medium,Tier 3,Supermarket Type2,2181.1608
FD,15.6,Low Fat,0.037764269,snacks_breakfast_type,124.9704,21,not_mentioned,Tier 2,Supermarket Type1,2253.0672
DR,16.75,Regular,0.024848788,Drinks,39.9822,19,Small,Tier 2,Supermarket Type1,746.3618
FD,10.85,Low Fat,0.162903525,snacks_breakfast_type,104.9622,14,Medium,Tier 3,Supermarket Type2,1482.0708
FD,16.2,Regular,0.016747538,Frozen Foods,98.6726,16,not_mentioned,Tier 2,Supermarket Type1,1272.3438
FD,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,25,not_mentioned,Tier 3,Grocery Store,117.8466
FD,5.785,Regular,0.040325274,snacks_breakfast_type,180.466,36,High,Tier 3,Supermarket Type1,719.064
FD,16.1,Regular,0.06302467,Dairy,181.6318,38,Medium,Tier 3,Supermarket Type3,1263.0226
